ZN,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV,クラスタ1との距離,クラスタ2との距離
18.0,0,-0.1171198732055518,6.575,65.2,4.09,1,296.0,15.3,396.9,4.98,24.0,280.14072169454187,601.337020919911
0.0,0,-0.7153550379777306,6.421,78.9,4.9671,2,242.0,17.8,396.9,9.14,21.6,318.1466224148697,667.0326141896126
0.0,0,-0.7153550379777306,7.185,61.1,4.9671,2,242.0,17.8,392.83,4.03,34.7,331.8861979704252,647.2152087752479
0.0,0,-0.8107258613472078,6.998,45.8,6.0622,3,222.0,18.7,394.63,2.94,33.4,371.68458879379466,663.9517653444739
0.0,0,-0.8107258613472078,7.147,54.2,6.0622,3,222.0,18.7,396.9,5.33,36.2,364.0769087937947,663.661212416297
0.0,0,-0.8107258613472078,6.43,58.7,6.0622,3,222.0,18.7,394.12,5.21,28.7,346.73910879379474,655.7155671124297
12.5,0,-0.2385009211303417,6.012,66.6,5.5605,5,311.0,15.2,395.6,12.43,22.9,229.7099882980223,607.2748372753013
12.5,0,-0.2385009211303417,6.172,96.1,5.9505,5,311.0,15.2,396.9,19.15,27.1,261.2715060758,638.7685772753011
12.5,0,-0.2385009211303417,5.631,100.0,6.0821,5,311.0,15.2,386.63,29.93,16.5,264.5840827424667,656.9404516951907
12.5,0,-0.2385009211303417,6.004,85.9,6.5921,5,311.0,15.2,386.71,17.1,18.9,233.5122827424667,625.6878253968482
12.5,0,-0.2385009211303417,6.377,94.3,6.3467,5,311.0,15.2,392.52,20.45,15.0,252.7002327424667,640.1475635736437
12.5,0,-0.2385009211303417,6.009,82.9,6.2267,5,311.0,15.2,396.9,13.27,18.9,232.5544527424667,620.3548572753012
12.5,0,-0.2385009211303417,5.889,39.0,5.4509,5,311.0,15.2,390.5,15.71,21.7,242.79456496468896,590.1456202034781
0.0,0,-0.1171198732055518,5.949,61.8,4.7075,4,307.0,21.0,396.9,8.26,20.4,229.92113580565297,599.0456378259884
0.0,0,-0.1171198732055518,6.096,84.5,4.4619,4,307.0,21.0,380.02,10.26,18.2,215.62451358343077,624.9275759475355
0.0,0,-0.1171198732055518,5.834,56.5,4.4986,4,307.0,21.0,395.62,8.47,19.9,230.13486580565305,589.4971678259883
0.0,0,-0.1171198732055518,5.935,29.3,4.4986,4,307.0,21.0,386.85,6.58,23.1,247.88373913898636,596.6466857265408
0.0,0,-0.1171198732055518,5.99,81.7,4.2579,4,307.0,21.0,386.75,14.67,17.5,214.42075358343078,614.9638159475354
0.0,0,-0.1171198732055518,5.456,36.6,3.7965,4,307.0,21.0,288.99,11.69,20.2,300.7793924723197,688.8405988757122
0.0,0,-0.1171198732055518,5.727,69.5,3.7965,4,307.0,21.0,390.95,11.28,18.2,202.9504824723197,595.2446778259883
0.0,0,-0.1171198732055518,5.57,98.1,3.7979,4,307.0,21.0,376.57,21.02,13.6,225.40785025009748,647.1414059475353
0.0,0,-0.1171198732055518,5.965,89.2,4.0123,4,307.0,21.0,392.53,13.83,19.6,216.60799358343078,613.3471178259882
0.0,0,-0.1171198732055518,6.142,91.7,3.9769,4,307.0,21.0,396.9,18.72,15.2,230.93602358343074,627.7459478259884
0.0,0,-0.1171198732055518,5.813,100.0,4.0952,4,307.0,21.0,394.54,19.88,14.5,236.9392835834308,633.5126078259884
0.0,0,-0.1171198732055518,5.924,94.1,4.3996,4,307.0,21.0,394.33,16.3,15.6,224.1045135834308,620.0690378259883
0.0,0,-0.1171198732055518,5.599,85.7,4.4546,4,307.0,21.0,303.42,16.51,13.9,263.2657935834308,691.9844559475354
0.0,0,-0.1171198732055518,5.813,90.3,4.682,4,307.0,21.0,376.88,14.81,16.6,196.6795635834308,616.1144259475351
0.0,0,-0.1171198732055518,6.047,88.8,4.4534,4,307.0,21.0,306.38,17.28,14.8,258.94182358343085,687.6628859475352
0.0,0,-0.1171198732055518,6.495,94.4,4.4547,4,307.0,21.0,387.94,12.8,18.4,203.85854358343082,600.9908059475353
0.0,0,-0.1171198732055518,6.674,87.3,4.239,4,307.0,21.0,380.23,11.98,21.0,184.6733035834308,596.5428112514027
0.0,0,-0.1171198732055518,5.713,94.1,4.233,4,307.0,21.0,360.17,22.6,12.7,212.1604635834308,641.3223259475354
0.0,0,-0.1171198732055518,6.072,100.0,4.175,4,307.0,21.0,376.73,13.04,14.5,196.47637358343079,617.2252359475353
0.0,0,-0.1171198732055518,5.95,82.0,3.99,4,307.0,21.0,232.6,27.71,13.2,328.0176435834308,757.6655059475355
0.0,0,-0.1171198732055518,5.701,95.0,3.7872,4,307.0,21.0,358.77,18.35,13.1,203.5084802500975,633.4510359475354
0.0,0,-0.1171198732055518,6.096,96.9,3.7598,4,307.0,21.0,248.31,20.34,13.5,315.5519802500975,745.4945359475354
0.0,0,-0.45525279242460936,5.933,68.2,3.3603,5,279.0,19.2,396.9,9.68,18.9,208.88414461376098,554.8808595476537
0.0,0,-0.45525279242460936,5.841,61.4,3.3779,5,279.0,19.2,377.56,11.41,20.0,191.55527461376101,550.0871276692006
0.0,0,-0.45525279242460936,5.85,41.5,3.9342,5,279.0,19.2,396.9,8.77,21.0,230.0703679470943,538.7468624758303
0.0,0,-0.45525279242460936,5.966,30.2,3.8473,5,279.0,19.2,393.43,10.13,24.7,236.0458912804277,542.1128524758307
75.0,0,-1.0708281069003291,6.595,21.8,5.4011,3,252.0,18.3,395.63,4.32,30.8,349.4742199282368,606.7110711259386
75.0,0,-1.0708281069003291,7.024,15.8,5.4011,3,252.0,18.3,395.62,1.98,34.9,360.32725992823663,617.5019564298059
0.0,0,-0.897426609864915,6.77,2.9,5.7209,3,233.0,17.9,385.41,4.84,26.6,304.23691954231236,607.696803275312
0.0,0,-0.897426609864915,6.169,6.6,5.7209,3,233.0,17.9,383.37,5.81,25.3,293.62665954231244,604.6658979714448
0.0,0,-0.897426609864915,6.211,6.5,5.7209,3,233.0,17.9,394.46,7.44,24.7,300.59599954231237,601.7108998498976
0.0,0,-0.897426609864915,6.069,40.0,5.7209,3,233.0,17.9,389.39,9.55,21.2,256.022136208979,565.343602999069
0.0,0,-0.897426609864915,5.682,33.8,5.1004,3,233.0,17.9,396.9,10.21,19.3,268.6899062089791,579.3691486896765
0.0,0,-0.897426609864915,5.786,33.3,5.1004,3,233.0,17.9,396.9,14.15,20.0,265.9169662089791,580.9882086896768
0.0,0,-0.897426609864915,6.03,85.5,5.6894,3,233.0,17.9,392.74,18.8,16.6,245.37883398675686,600.9185363692346
0.0,0,-0.897426609864915,5.399,95.3,5.87,3,233.0,17.9,396.9,30.81,14.4,272.3358339867568,627.9247363692344
0.0,0,-0.897426609864915,5.602,62.0,6.0877,3,233.0,17.9,396.9,16.2,19.4,235.0068562089791,572.9953363692346
21.0,0,-0.9754572835308513,5.963,45.7,6.8147,4,243.0,16.8,395.56,13.45,19.7,243.60081577153392,527.5337362141713
21.0,0,-0.9754572835308513,6.115,63.0,6.8147,4,243.0,16.8,393.97,9.43,20.5,223.7361757715339,526.6342232859946
21.0,0,-0.9754572835308513,6.511,21.1,6.8147,4,243.0,16.8,396.9,5.28,25.0,272.5824791048672,541.396833065
21.0,0,-0.9754572835308513,5.998,21.4,6.8147,4,243.0,16.8,396.9,8.43,23.4,265.3800691048672,538.4576562141715
75.0,0,-1.2268894542322017,5.888,47.6,7.3197,3,469.0,21.1,396.9,14.8,18.9,347.1351557200126,706.6774807053142
90.0,0,-1.2875799781945962,7.249,21.9,8.6966,5,226.0,17.9,395.93,4.81,35.4,368.4305473550865,624.331566754139
85.0,0,-1.2268894542322017,6.383,35.7,9.1876,2,313.0,17.3,396.9,5.77,24.7,252.1218612755685,560.5380715892921
100.0,0,-1.218219379380431,6.816,40.5,8.3248,5,256.0,15.1,392.9,3.95,31.6,321.6851767562723,576.424870188474
25.0,0,-0.8540762356060614,6.145,29.2,7.8148,8,284.0,19.7,390.68,6.86,23.3,210.44270361249798,477.22031527674375
25.0,0,-0.8540762356060614,5.927,47.2,6.932,8,284.0,19.7,396.9,9.22,19.6,194.68574027916463,466.140718425915
25.0,0,-0.8540762356060614,5.741,66.2,7.2254,8,284.0,19.7,395.11,13.15,18.7,170.7871002791647,479.9312054977382
25.0,0,-0.8540762356060614,5.966,93.4,6.8185,8,284.0,19.7,378.08,14.44,16.0,173.16058805694243,513.0720536192852
25.0,0,-0.8540762356060614,6.456,67.8,7.2255,8,284.0,19.7,396.9,6.73,22.2,168.79578361249796,471.73132234856683
25.0,0,-0.8540762356060614,6.762,43.4,7.9809,8,284.0,19.7,395.58,9.5,25.0,190.950953612498,455.9632437297823
17.5,0,-1.1740019976364,7.104,59.5,9.2229,3,216.0,18.6,393.24,8.05,33.0,242.66631381897278,532.1117285525861
80.0,0,-1.3309303524534497,6.29,17.8,6.6115,4,337.0,16.1,396.9,4.67,23.5,229.88928995156718,575.9137224875134
80.0,0,-1.3309303524534497,5.787,31.1,6.6115,4,337.0,16.1,396.9,10.24,19.4,210.28380661823388,563.6528056366848
12.5,0,-1.2355595290839725,5.878,21.4,6.498,4,345.0,18.9,396.21,8.1,22.0,152.94316912819775,528.9100502829286
12.5,0,-1.2355595290839725,5.594,36.8,6.498,4,345.0,18.9,396.9,13.09,17.4,137.31418579486441,521.7304334320999
12.5,0,-1.2355595290839725,5.885,33.0,6.498,4,345.0,18.9,396.9,8.79,20.9,138.26256579486443,515.4468134320998
0.0,0,-1.2008792296768895,6.417,6.6,5.2873,4,305.0,19.2,383.73,6.72,24.2,159.8529521621244,510.4704381050684
0.0,0,-1.2008792296768895,5.961,17.5,5.2873,4,305.0,19.2,376.94,9.88,21.7,134.90391882879106,507.37997125423976
0.0,0,-1.2008792296768895,6.065,7.8,5.2873,4,305.0,19.2,390.91,5.52,22.8,161.50037216212442,505.0639199835216
0.0,0,-1.2008792296768895,6.245,6.2,5.2873,4,305.0,19.2,377.17,7.54,23.4,145.7938221621244,511.4753081050685
0.0,0,-0.9927974332343927,6.273,6.0,4.2515,5,398.0,18.7,394.92,6.78,24.1,205.6975925879038,598.9921723307255
0.0,0,-0.9927974332343927,6.286,45.0,4.5026,5,398.0,18.7,383.23,8.94,21.4,149.49219925457047,559.3110836014437
0.0,0,-0.9927974332343927,6.279,74.5,4.0522,5,398.0,18.7,373.66,11.97,20.0,113.79616703234824,590.1792006732669
0.0,0,-0.9927974332343927,6.14,45.8,4.0905,5,398.0,18.7,386.96,10.27,20.8,147.21494925457043,553.2772336014438
0.0,0,-0.9927974332343927,6.232,53.7,5.0141,5,398.0,18.7,386.4,12.34,21.2,135.25835925457042,550.9393706732668
0.0,0,-0.9927974332343927,5.874,36.6,4.5026,5,398.0,18.7,396.06,9.1,20.3,163.86624925457048,562.8891954798967
25.0,0,-1.0881682566038704,6.727,33.5,5.4007,4,281.0,19.0,396.9,5.29,28.0,172.19966007794022,429.3743565795094
25.0,0,-1.0881682566038704,6.619,70.4,5.4007,4,281.0,19.0,395.63,7.22,23.9,125.88817007794023,430.89138591652596
25.0,0,-1.0881682566038704,6.302,32.2,5.4007,4,281.0,19.0,396.9,6.72,24.8,164.4492000779402,428.5692888447028
25.0,0,-1.0881682566038704,6.167,46.7,5.4007,4,281.0,19.0,390.64,7.51,22.9,138.8840800779402,407.0553688447028
0.0,0,-0.8887565350131442,6.389,48.0,4.7794,3,247.0,18.5,396.9,9.62,23.9,164.2325994674606,468.5249771231121
0.0,0,-0.8887565350131442,6.63,56.1,4.4377,3,247.0,18.5,392.3,6.53,26.6,155.21513946746066,462.65985634963147
0.0,0,-0.8887565350131442,6.015,45.1,4.4272,3,247.0,18.5,395.99,12.86,22.5,158.08590946746065,471.87988712311216
0.0,0,-0.8887565350131442,6.121,56.8,3.7476,3,247.0,18.5,395.15,8.44,22.2,146.14278613412728,466.29098419493533
0.0,0,-0.5419535409423164,7.007,86.3,3.4217,2,270.0,17.8,396.9,5.5,23.6,131.82977091783422,475.10193100908066
0.0,0,-0.5419535409423164,7.079,63.1,3.4145,2,270.0,17.8,396.06,5.7,28.7,126.10477314005648,445.34747344001994
0.0,0,-0.5419535409423164,6.417,66.1,3.0923,2,270.0,17.8,392.18,8.81,22.6,109.50337536227971,445.1932788543846
0.0,0,-0.5419535409423164,6.405,73.9,3.0921,2,270.0,17.8,393.55,8.2,22.0,111.34687314005747,452.43896570521326
28.0,0,-0.7587054122365836,6.442,53.6,3.6659,4,270.0,18.2,395.01,8.16,22.9,137.2651150113517,414.03382025447917
28.0,0,-0.7587054122365836,6.211,28.9,3.6659,4,270.0,18.2,396.33,6.21,25.0,169.11739501135173,432.0309731826559
28.0,0,-0.7587054122365836,6.249,77.3,3.615,4,270.0,18.2,396.9,10.59,20.6,130.34654945579612,440.4508434036504
0.0,0,-0.9234368344202271,6.625,57.8,3.4952,2,276.0,18.0,357.98,6.65,28.4,124.96575865575761,444.8674018976574
0.0,0,-0.9234368344202271,6.163,69.6,3.4952,2,276.0,18.0,391.83,11.34,21.4,109.02322532242425,434.7725344943425
0.0,0,-0.9234368344202271,8.069,76.0,3.4952,2,276.0,18.0,396.9,4.21,38.7,145.36774643353533,450.33531907997775
0.0,0,-0.9234368344202271,7.82,36.9,3.4952,2,276.0,18.0,393.53,3.57,43.8,178.15992865575757,438.6781520081546
0.0,0,-0.9234368344202271,7.416,62.5,3.4952,2,276.0,18.0,396.9,6.19,33.2,144.31919865575756,424.7545490799778
0.0,0,-0.2731812205374245,6.727,79.9,2.7778,5,384.0,20.9,394.76,9.42,27.5,129.59839415298555,513.06823393722
0.0,0,-0.2731812205374245,6.781,71.3,2.8561,5,384.0,20.9,395.58,7.67,26.5,124.57843415298554,503.6742407880489
0.0,0,-0.2731812205374245,6.405,85.4,2.7147,5,384.0,20.9,70.8,10.63,18.6,414.7170608196523,837.0723930532422
0.0,0,-0.2731812205374245,6.137,87.4,2.7147,5,384.0,20.9,394.47,13.44,19.3,137.44201081965227,526.9081049316954
0.0,0,-0.2731812205374245,6.167,90.0,2.421,5,384.0,20.9,392.69,12.33,20.1,138.8397208196522,524.1322486333527
0.0,0,-0.2731812205374245,5.851,96.7,2.1069,5,384.0,20.9,394.05,16.47,19.5,154.12480081965222,535.5693286333527
0.0,0,-0.2731812205374245,5.836,91.9,2.211,5,384.0,20.9,395.67,18.66,19.5,155.00712081965222,532.4516486333528
0.0,0,-0.2731812205374245,6.127,85.2,2.1224,5,384.0,20.9,387.69,14.09,20.4,136.69475081965223,512.5544167548996
0.0,0,-0.2731812205374245,6.474,97.1,2.4329,5,384.0,20.9,395.24,12.27,19.8,157.13760081965222,525.7149286333529
0.0,0,-0.2731812205374245,6.229,91.2,2.5451,5,384.0,20.9,391.23,15.55,19.4,152.14279081965225,517.6077249316952
0.0,0,-0.2731812205374245,6.195,54.4,2.7778,5,384.0,20.9,393.49,13.0,21.7,147.37401304187446,476.04911863335275
0.0,0,-0.039089199539615434,6.715,81.6,2.6775,6,432.0,17.8,395.59,10.16,22.8,194.00181486801284,546.758445958218
0.0,0,-0.039089199539615434,5.913,92.9,2.3534,6,432.0,17.8,394.95,16.21,18.8,210.54293153467955,566.3942506543506
0.0,0,-0.039089199539615434,6.092,95.4,2.548,6,432.0,17.8,396.9,17.09,18.7,217.5005015346795,569.3944069526932
0.0,0,-0.039089199539615434,6.254,84.2,2.2565,6,432.0,17.8,388.74,10.45,18.5,197.97701153467952,542.0762687758973
0.0,0,-0.039089199539615434,5.928,88.2,2.4631,6,432.0,17.8,344.91,15.76,18.3,216.79118153467957,593.5066387758975
0.0,0,-0.039089199539615434,6.176,72.5,2.7301,6,432.0,17.8,393.3,12.04,21.2,190.00694153467956,529.1262606543506
0.0,0,-0.039089199539615434,6.021,82.6,2.7474,6,432.0,17.8,394.51,10.3,19.2,207.17524153467951,538.8145606543507
0.0,0,-0.039089199539615434,5.872,73.1,2.4775,6,432.0,17.8,338.63,15.37,20.4,211.5635415346796,576.2789987758977
0.0,0,-0.039089199539615434,5.731,65.2,2.7592,6,432.0,17.8,391.5,13.61,19.3,201.17988375690177,517.8989806543506
0.0,0,0.25569334542058764,5.87,69.7,2.2577,2,188.0,19.1,389.15,14.37,22.0,250.89282519075118,494.8207072324601
0.0,0,0.25569334542058764,6.004,84.1,2.1974,2,188.0,19.1,377.67,14.27,20.3,255.10090963519565,519.7194853540071
0.0,0,0.25569334542058764,5.961,92.9,2.0869,2,188.0,19.1,378.09,17.93,20.5,269.9130696351956,529.6916453540072
0.0,0,0.25569334542058764,5.856,97.0,1.9444,2,188.0,19.1,370.31,25.41,17.3,283.4141796351957,550.4417553540072
0.0,0,0.25569334542058764,5.879,95.8,2.0063,2,188.0,19.1,379.38,17.58,18.8,279.6101696351956,528.8087453540072
0.0,0,0.25569334542058764,5.986,88.4,1.9929,2,188.0,19.1,385.02,14.81,21.4,274.31603963519564,508.23461535400725
0.0,0,0.25569334542058764,5.613,95.6,1.7572,2,188.0,19.1,359.29,27.26,15.7,302.67740963519566,558.0780316523498
0.0,0,0.628506564046728,5.693,96.0,1.7883,4,437.0,21.2,392.11,17.19,16.2,261.6841006315992,561.0858542632407
0.0,0,0.628506564046728,6.431,98.8,1.8125,4,437.0,21.2,396.9,15.39,18.0,267.3548206315992,562.3799342632407
0.0,0,0.628506564046728,5.637,94.7,1.9799,4,437.0,21.2,396.9,18.34,14.3,272.0591569649325,564.1123542632406
0.0,0,0.628506564046728,6.458,98.9,2.1185,4,437.0,21.2,395.04,12.6,19.2,265.31119063159923,552.3115642632407
0.0,0,0.628506564046728,6.326,97.7,2.271,4,437.0,21.2,396.9,12.26,19.6,267.60194696493255,551.0639442632406
0.0,0,0.628506564046728,6.372,97.9,2.3274,4,437.0,21.2,385.76,11.12,23.0,257.89199029826585,539.1537923847876
0.0,0,0.628506564046728,5.822,95.4,2.4699,4,437.0,21.2,388.69,15.03,18.4,264.42283063159925,540.3810623847878
0.0,0,0.628506564046728,5.757,98.4,2.346,4,437.0,21.2,262.76,17.31,15.6,368.30897696493264,673.2263123847875
0.0,0,0.628506564046728,6.335,98.2,2.1107,4,437.0,21.2,394.67,16.96,18.1,279.3682706315992,547.0500842632406
0.0,0,0.628506564046728,5.942,93.5,1.9669,4,437.0,21.2,378.25,16.9,17.4,261.3430106315992,546.1668823847876
0.0,0,0.628506564046728,6.454,98.4,1.8498,4,437.0,21.2,394.08,14.59,17.1,282.19362063159923,541.2265342632406
0.0,0,0.628506564046728,5.857,98.2,1.6686,4,437.0,21.2,392.04,21.32,13.3,292.8091506315992,548.1922042632407
0.0,0,0.628506564046728,6.151,97.9,1.6687,4,437.0,21.2,396.9,18.46,17.8,291.42033063159914,543.3928242632406
0.0,0,0.628506564046728,6.174,93.6,1.6119,4,437.0,21.2,388.08,24.16,14.0,290.0877506315992,539.1881423847877
0.0,0,0.628506564046728,5.019,100.0,1.4394,4,437.0,21.2,396.9,34.41,14.4,319.2350469649325,563.2882442632408
0.0,1,2.7700150524340907,5.403,100.0,1.3216,5,403.0,14.7,396.9,26.82,13.4,283.86054323109767,521.3355207626778
0.0,0,2.7700150524340907,5.468,100.0,1.4118,5,403.0,14.7,396.9,26.42,15.6,282.9594710088755,516.577665237816
0.0,0,2.7700150524340907,4.903,97.8,1.3459,5,403.0,14.7,396.9,29.29,11.8,288.74271100887546,518.360905237816
0.0,0,2.7700150524340907,6.13,100.0,1.4191,5,403.0,14.7,172.91,27.8,13.8,462.8731110088755,721.355443359363
0.0,0,2.7700150524340907,5.628,100.0,1.5166,5,403.0,14.7,169.27,16.65,15.6,455.7433210088755,710.225653359363
0.0,0,2.7700150524340907,4.926,95.7,1.4608,5,403.0,14.7,391.71,29.53,14.6,284.34369100887557,501.961885237816
0.0,0,2.7700150524340907,5.186,93.8,1.5296,5,403.0,14.7,356.99,28.32,17.8,275.89826100887547,522.380593359363
0.0,0,2.7700150524340907,5.597,94.9,1.5257,5,403.0,14.7,351.85,21.45,15.4,279.6641410088755,522.146473359363
0.0,0,2.7700150524340907,6.122,97.3,1.618,5,403.0,14.7,372.8,14.1,21.5,248.63847100887543,486.45180335936294
0.0,0,2.7700150524340907,5.404,100.0,1.5916,5,403.0,14.7,341.6,13.28,19.6,285.53359100887553,520.015923359363
0.0,1,2.7700150524340907,5.012,88.0,1.6102,5,403.0,14.7,343.28,12.12,15.3,278.4914732310977,508.25858888422493
0.0,0,2.7700150524340907,5.709,98.5,1.6232,5,403.0,14.7,261.95,15.79,19.4,370.70985100887555,597.192183359363
0.0,1,2.7700150524340907,6.129,96.0,1.7494,5,403.0,14.7,321.02,15.12,17.0,312.51054323109776,534.8496588842248
0.0,1,2.7700150524340907,6.152,82.6,1.7455,5,403.0,14.7,88.01,15.02,15.6,537.5226032310978,755.8617188842248
0.0,0,2.7700150524340907,5.272,94.0,1.7364,5,403.0,14.7,88.63,16.14,13.1,552.8011510088755,767.2834833593629
0.0,0,0.4637751418630846,6.943,97.4,1.8773,5,403.0,14.7,363.43,4.59,41.3,294.17844443163784,483.41481803442724
0.0,0,0.4637751418630846,6.066,100.0,1.7573,5,403.0,14.7,353.89,6.43,24.3,289.0615044316379,482.4944702996207
0.0,0,2.7700150524340907,6.51,100.0,1.7659,5,403.0,14.7,364.31,7.39,23.3,281.2845243422089,472.05029021019175
0.0,1,0.4637751418630846,6.25,92.6,1.7984,5,403.0,14.7,338.92,5.5,27.0,305.0364466538601,484.77899582448254
0.0,0,0.4637751418630846,7.489,90.8,1.9709,5,403.0,14.7,374.43,1.73,50.0,300.7596244316378,470.06699803442734
0.0,1,0.4637751418630846,7.802,98.2,2.0407,5,403.0,14.7,389.61,1.92,50.0,326.68545665386006,462.91447543774217
0.0,1,0.4637751418630846,8.375,93.9,2.162,5,403.0,14.7,388.45,3.32,50.0,321.96240665386006,455.08656355928923
